ds,yhat,yhat_lower,yhat_upper
2017-11-26,18817.79914164161,11006.214697526028,26999.273800052444
2017-11-27,24586.1960318444,16626.325507707672,33217.83017988949
2017-11-28,24529.547556868885,16435.956587303823,32832.83981566127
2017-11-29,23692.847298658773,15806.976091773195,31926.28154365546
2017-11-30,22902.02109341326,14675.944386113111,31031.23244966872
2017-12-01,21905.32463225091,14044.086977897556,30378.160500843096
2017-12-02,18100.20834782087,9276.485290761553,26321.81976033114
2017-12-03,19171.893584974277,10508.9315524126,27462.720955845944
2017-12-04,24940.29047518808,16168.673058971352,33504.96605944912
2017-12-05,24883.642000210046,16390.44967347562,33812.67876422785
2017-12-06,24046.941742001316,15710.870816997447,31767.776570840004
2017-12-07,23256.1155367565,14987.161884597643,31626.781757760185
2017-12-08,22259.419075593505,14204.351227974905,30493.922951961275
2017-12-09,18454.302791162663,10272.13157788518,26403.01063133527
2017-12-10,19525.988028322714,11069.731600981138,28594.009451279533
2017-12-11,25294.384918526244,17083.41126170023,33125.78300861979
2017-12-12,25237.736443554673,17378.858113174654,33245.912841132995
2017-12-13,24401.036185344918,16329.338961005491,33381.120980053456
2017-12-14,23610.209980099742,15352.116676929527,31351.00147942142
2017-12-15,22608.647151298304,14320.711116068622,30249.736664656342
2017-12-16,18798.66449922886,10555.867913491436,27708.62240262777
2017-12-17,19865.48336874197,11444.29997689221,27536.71642769256
2017-12-18,25629.013891320876,17701.116599639063,34005.87227075847
2017-12-19,25567.49904870744,17908.972910725508,33604.37647288653
2017-12-20,24725.9324228597,16244.813420647877,32741.001971315938
2017-12-21,23930.239849975867,15724.903817811524,32251.011886002365
2017-12-22,22928.6770211801,14840.75346402624,31063.740548255922
2017-12-23,19118.694369110497,10338.347479283482,27434.147462144963
2017-12-24,20185.51323862581,12000.001468937087,28634.140855151927
2017-12-25,25949.043761202105,17549.819305937846,33985.5753842397
2017-12-26,25887.52891858461,17070.316929705124,34494.85522423812
2017-12-27,25045.962292739754,17051.94001982058,32806.56667025242
2017-12-28,24250.26971985671,16024.269678868877,32901.05529844091
2017-12-29,23248.70689105462,14325.547106790676,31143.224184192484
2017-12-30,19438.724238992134,11718.184179963593,26959.36550118211
2017-12-31,20505.54310850637,11887.29810820497,28873.265428960374
2018-01-01,26269.073631081184,17980.29324491478,34709.14234420042
2018-01-02,26203.282041556024,17390.399822748896,34351.23616287894
2018-01-03,25357.438668799532,17008.040560755635,34108.461116727725
2018-01-04,24557.469349007028,16185.640261366118,32781.73459956814
2018-01-05,23551.62977329473,15177.02032631162,32014.128316103004
2018-01-06,19737.37037432631,12261.820281731281,28196.82170358951
2018-01-07,20799.91249692936,12646.846751667324,29492.623199903737
2018-01-08,26559.16627259668,17720.40902728887,34076.67279053871
2018-01-09,26493.37468307237,18116.875649552803,34628.26199870144
2018-01-10,25647.531310316295,17496.299619437235,34361.49538088029
2018-01-11,24847.561990525453,17128.54974967814,33289.292862588256
2018-01-12,23841.722414812506,16170.59424307522,32394.590236721077
2018-01-13,20027.463015843994,11645.053282400877,27881.013491758167
2018-01-14,21090.005138449702,12218.972157276976,29300.721707128574
2018-01-15,26849.25891411554,18572.992939875978,34875.62336948431
2018-01-16,26783.467324591566,18933.435024274815,35062.720095152035
2018-01-17,25937.62395183307,17299.42305355042,34482.21519333764
2018-01-18,25137.654632041056,16306.285814111896,32702.949702871545
2018-01-19,24131.815056330626,16228.77209391648,32100.098456405995
2018-01-20,20317.555657364715,12802.34408047912,28395.93360907498
2018-01-21,21369.304409938435,12491.75961984333,29503.56371600565
2018-01-22,27117.764815573322,18178.275439956004,35645.40460080755
2018-01-23,27041.17985601713,18581.36790026131,34648.68917966541
2018-01-24,26184.54311322644,18035.55790793344,34519.85557660215
2018-01-25,25373.780423401393,17243.696784036852,33922.257042846504
2018-01-26,24357.14747766598,15709.824044117227,32426.04533667675
2018-01-27,20532.094708656627,12255.5547195686,28812.42197427768
2018-01-28,21583.843461237462,12360.742574493399,30057.24733894554
2018-01-29,27332.303866863193,18761.066008866477,35358.24654393704
2018-01-30,27255.71890731215,18854.600478593824,35644.41076551989
2018-01-31,26399.082164520823,18719.878316091254,34800.11740830711
2018-02-01,25588.319474698492,17371.87180701394,34470.832379672254
2018-02-02,24571.68652895549,15847.192135991838,33077.763544520465
2018-02-03,20746.633759952983,13112.55754924146,28878.548972814526
2018-02-04,21798.382512530527,13177.359805332735,30428.233418259297
2018-02-05,27546.84291816289,19473.272585722465,35397.76013149321
2018-02-06,27470.257958607785,18783.094178425177,35525.26503473639
2018-02-07,26613.621215817326,17869.65508183274,34959.7986218963
2018-02-08,25790.064545843,17744.76077011901,33941.41434563252
2018-02-09,24760.637619954046,16650.986693772746,32873.49456703274
2018-02-10,20922.790870790865,13299.407945031386,30012.442829930704
2018-02-11,21961.745643215912,14176.37886199861,30496.213819159348
2018-02-12,27697.412068694106,18835.062132899908,35925.83882506249
2018-02-13,27608.033128986648,19084.69560498481,35518.87997596066
2018-02-14,26738.602406047707,18475.81149276235,35134.34332247154
2018-02-15,25915.045736069147,17713.842237223846,34303.8746165404
2018-02-16,24885.61881017889,16483.175184756954,33169.11887436839
2018-02-17,21047.772061014646,12877.48746579928,29356.038579725435
2018-02-18,22086.726833450077,14329.11853256798,30243.272118181652
2018-02-19,27822.393258917993,19124.097253283842,35997.45276953033
2018-02-20,27733.014319217604,19078.516016395675,35835.95821361481
2018-02-21,26863.583596275013,18341.751989196342,35127.34038077899
2018-02-22,26040.02692630063,18120.27943123183,33948.27005145608
2018-02-23,25010.600000403738,16915.996045443608,33707.311363184825
2018-02-24,21172.753251245907,13536.941376941346,29354.82031005598
2018-02-25,22211.708023675004,13884.320318093578,30772.075101072092
2018-02-26,27947.374449147395,19843.36330238893,36384.017740882315
2018-02-27,27843.47962021503,19745.79978297723,35557.27957354394
2018-02-28,26959.53300804446,18751.419955598718,34572.24714057181
2018-03-01,26121.46044883838,17740.38241355416,34366.11075235865
2018-03-02,25077.517633718024,16988.181741954573,34003.74610982239
2018-03-03,21225.154995326826,13435.442780186238,28677.642038562157
2018-03-04,22249.59387852913,14010.62556012845,30779.255046793645
2018-03-05,27970.744414772733,20129.789207197686,35738.489549329075
2018-03-06,27866.84958583569,19351.38699562161,36407.1111927704
2018-03-07,26982.902973664488,18718.017202526582,34938.47832466519
2018-03-08,26144.830414463333,17243.663346528505,35043.886607973865
2018-03-09,25100.887599340123,17004.061452403657,33523.664395564374
2018-03-10,21248.524960948125,13080.1364997933,29386.260672841207
2018-03-11,22272.963844144564,13502.490266940056,31072.796586894245
2018-03-12,27994.114380395913,19781.41860116491,36191.93083002807
2018-03-13,27890.219551459817,19668.904550051404,36070.55790451057
2018-03-14,27006.272939288647,18600.15442898863,34491.87043557045
2018-03-15,26168.200380083566,17396.59447463419,34623.192381962275
2018-03-16,25124.25756495875,17163.343912467688,33171.4107987545
2018-03-17,21259.135751463233,13171.800102058734,29769.86090289334
2018-03-18,22270.815459544356,14208.036326630297,30619.983746008485
2018-03-19,27979.206820697163,19879.8051352626,35582.40702812244
2018-03-20,27862.552816656334,20434.760861063543,36049.35968225024
2018-03-21,26965.847029378787,18758.93846461529,35289.00294323658
2018-03-22,26115.015295066652,17380.506894312814,34345.75889411049
2018-03-23,25058.313304837506,17024.256328255353,32924.37700398732
2018-03-24,21193.191491345642,12795.786234899213,29872.295068200765
2018-03-25,22204.871199428955,14233.80156884874,31434.607015929407
2018-03-26,27913.262560577008,18639.63813206553,35955.57448050154
2018-03-27,27796.608556533658,20135.316790285415,36764.67889147097
2018-03-28,26899.90276925855,18587.926276736314,34997.79204748889
2018-03-29,26049.071034948265,18000.276549527163,34567.28397684439
2018-03-30,24992.36904471661,16602.870864384327,33456.32021850823
2018-03-31,21127.247231219855,12590.72404195459,29133.504807446338
2018-04-01,22138.926939310288,14282.610091141942,30394.686949015086
2018-04-02,27847.318300456853,20108.52740883555,35935.53707498543
2018-04-03,27730.664296411596,18634.228620240054,35949.46039187983
2018-04-04,26833.958509138312,18600.497012018317,35092.473320873854
2018-04-05,25973.899071302232,17457.567555062604,33914.52760556249
2018-04-06,24907.969377549518,16947.83144921297,32959.806843930055
2018-04-07,21033.61986052904,12775.476219813514,29160.182011952165
2018-04-08,22036.071865103193,13919.74322206855,30559.694341613544
2018-04-09,27735.235522718718,19118.938686879002,36541.26395984142
2018-04-10,27609.35381515423,19655.4167250822,35402.28991229296
2018-04-11,26703.420324355604,18794.316483587787,35314.452436570005
2018-04-12,25843.360886521183,17495.00582250739,34439.96646851658
2018-04-13,24777.431192767814,16556.24663449903,33381.30715796772
2018-04-14,20903.081675755435,12397.660411419722,28995.17769504538
2018-04-15,21905.533680314835,13874.670679976854,30136.654784049617
2018-04-16,27604.6973379381,18903.333765282427,35592.258598181266
2018-04-17,27478.81563037171,19244.696102207763,35444.7036336494
2018-04-18,26572.882139572896,18510.662572245117,34786.16773721646
2018-04-19,25712.822701737612,18114.877822405608,33735.14146478112
2018-04-20,24646.89300798646,15997.818123073113,32647.638849563653
2018-04-21,20772.54349097668,13140.038025770948,28895.99345276691
2018-04-22,21774.995495535703,13019.855847166016,30201.143356615394
2018-04-23,27474.159153159642,19488.63292765635,35448.19942276428
2018-04-24,27348.277445591433,19455.548422204796,35311.487582372174
2018-04-25,26442.34395479326,17706.762659364605,35086.91657073537
2018-04-26,25582.284516956257,17522.071997236002,33934.85547466964
2018-04-27,24516.354823204758,16290.789849756255,32526.345758381896
2018-04-28,20642.00530619044,12606.472523547209,28556.610101162943
2018-04-29,21644.457310756577,13273.126417204618,29735.045545215613
2018-04-30,27343.620968379026,19345.386064657458,35501.65930136416
2018-05-01,27217.73926081237,19037.2385264126,35194.663524562246
2018-05-02,26311.805770009498,18881.099394522615,34594.54923568559
2018-05-03,25451.746332175207,17717.33418101501,33743.41379631964
2018-05-04,24385.816638419587,15508.61406191169,32306.481269282292
2018-05-05,20511.467121407943,11780.44385305046,28547.146890764878
2018-05-06,21513.919125971493,12453.266270912383,29742.198563362403
2018-05-07,27213.082783592898,18811.573531206875,35855.100627280306
2018-05-08,27087.201076029847,19085.307046032354,35327.53089677763
2018-05-09,26181.267585227844,17715.214210283146,34673.57988528838
2018-05-10,25321.20814739415,17426.197198474274,33992.19372943315
2018-05-11,24255.27845364899,16120.723324027014,32257.487991830054
2018-05-12,20380.928936626144,12181.857675636942,29025.969638102284
2018-05-13,21383.380941189087,13295.692439173159,30039.98615129975
2018-05-14,27082.544598814442,18733.656680832777,35810.97044382978
2018-05-15,26956.66289124611,18286.239172061218,35858.27697349317
2018-05-16,26050.729400445136,18457.491142483123,34424.15100212285
2018-05-17,25190.669962610278,16992.616310944304,33759.1602461538
2018-05-18,24124.740268863818,16216.405377512616,32624.004275364066
2018-05-19,20250.390751839906,11879.275440316886,28314.882892245005
2018-05-20,21252.842756413233,13330.908710567875,29792.284788458874
2018-05-21,26952.00641403598,18740.157792410344,35737.92675549114
2018-05-22,26826.124706467042,18482.278250690142,35018.35699364548
2018-05-23,25920.1912156655,17891.581283054802,33869.73155319495
2018-05-24,25060.13177783174,17216.535710092834,33222.27945903358
2018-05-25,23994.202084078643,15252.90376780571,32149.652865333974
2018-05-26,20119.852567061156,11830.373904908174,28718.08122283095
2018-05-27,21122.3045716341,12869.593345966055,29690.471716913762
2018-05-28,26821.46822924218,18823.139981095246,34844.46412643526
2018-05-29,26695.586521683916,18200.419338209937,35369.14011604281
2018-05-30,25789.65303088385,17318.195026590944,34109.78228969704
2018-05-31,24929.593593048176,17000.12086006486,32954.1350004627
2018-06-01,23863.66389929347,15587.636715237382,32087.41991770037
2018-06-02,19989.314382279357,11683.116362389736,27809.53987226687
2018-06-03,20991.766386849013,12363.691417227219,29456.36718047102
2018-06-04,26690.93004446372,17972.91726212912,35047.575887946005
2018-06-05,26565.048336900785,18891.314332623428,34635.20262197721
2018-06-06,25659.11484610008,17425.70214436562,33489.16236648676
2018-06-07,24799.055408269025,16382.777604751405,32419.651344058795
2018-06-08,23733.125714519058,15580.529745509353,31749.6463433357
2018-06-09,19858.77619749686,11031.485756486607,28052.358057688332
2018-06-10,20861.228202073158,12038.896592412035,29571.199577689902
2018-06-11,26560.391859683106,18783.84843773791,35593.68916197227
2018-06-12,26434.510152117655,17784.406357204916,34404.08666603501
2018-06-13,25528.576661320447,17063.553903136388,33851.77356930552
2018-06-14,24668.517223485458,16143.759690678095,32599.357675305564
2018-06-15,23602.587529733883,15137.760250214546,31417.087123934525
2018-06-16,19728.238012714362,12104.371266320197,27782.28484397681
2018-06-17,20730.69001729076,12473.128330510244,28757.01719559872
2018-06-18,26429.85367489913,18211.73188754636,34449.778593757
2018-06-19,26303.971967338595,18053.04901076442,34358.9193921387
2018-06-20,25398.03847653774,17059.274033117243,33689.49067936118
2018-06-21,24537.979038704405,15876.07506149859,32670.91008965793
2018-06-22,23472.049344952185,14732.835973352769,31747.605550349825
2018-06-23,19597.699827931865,11466.94812082218,27394.157220518522
2018-06-24,20600.1518324899,11699.317903757375,28843.44898170671
2018-06-25,26299.315490118515,17909.900829293816,34477.582450013906
2018-06-26,26173.43378255546,17830.308048110797,34327.66084630585
2018-06-27,25267.50029175503,16639.894607790575,33218.21135332739
2018-06-28,24407.440853923355,16212.144235667745,32612.490995337954
2018-06-29,23341.51116017083,15106.862581043033,31262.040117517077
2018-06-30,19467.161643150066,11534.862590594179,27876.672791715173
2018-07-01,20469.613647714046,11781.79286675994,28689.730237450978
2018-07-02,26168.777305340052,18301.79030235856,34252.68562557303
2018-07-03,26042.89559777294,16640.161794526,34362.71401487758
2018-07-04,25136.962106972325,17031.247681139463,33217.99235211216
2018-07-05,24276.902669141997,15724.546573896436,31732.327655995992
2018-07-06,23210.97297538913,14730.406301612215,31721.497672327736
2018-07-07,19336.62345836757,10795.634555075878,27129.50085069367
2018-07-08,20339.075462938185,12533.597334385286,29034.8377088166
2018-07-09,26038.239120561593,17460.156679616546,34061.239157460164
2018-07-10,25912.357412992664,17552.62280087103,34815.97845632931
2018-07-11,25006.423922193644,16299.006177783815,32786.89194749487
2018-07-12,24146.36448435843,16335.918638647625,32776.18933223289
2018-07-13,23080.43479060396,14316.583506918563,31176.642986842468
2018-07-14,19206.08527358133,11019.584646853638,27124.66593650258
2018-07-15,20208.537278149826,12086.898728500692,29128.57839098315
2018-07-16,25907.700935775465,17358.19347088974,34112.18227623608
2018-07-17,25781.819228210137,17204.270388943212,33378.40954277369
2018-07-18,24875.88573741094,16834.686357375973,33468.37299872923
2018-07-19,24015.826299574866,15561.975001334633,32045.743454612795
2018-07-20,22949.89660581878,14848.263960984883,31378.811370012027
2018-07-21,19075.547088815205,10906.917071607751,27357.325089726233
2018-07-22,20077.9990933707,11244.576117560671,28261.154694550678
2018-07-23,25777.16275099485,17641.793019325134,34243.30277733132
2018-07-24,25651.281043427007,16753.737247302142,33550.18316125696
2018-07-25,24745.34755262929,16826.19376731264,32751.109652814088
2018-07-26,23885.2881147935,15999.013355835867,32628.03776570537
2018-07-27,22819.3584210409,14382.424399134383,31032.571371957896
2018-07-28,18945.008904028964,10454.770936435725,27817.859077455592
2018-07-29,19947.46090859157,12040.205158279708,27477.416343859768
2018-07-30,25646.62456621424,17506.295902222355,33647.81436975143
2018-07-31,25520.74285864388,16923.976399055227,33737.71950188067
2018-08-01,24614.809367847534,16051.472330677701,32989.458571578594
2018-08-02,23754.74993001245,15751.02855113899,32123.1510400471
2018-08-03,22688.8202362592,14535.809459875985,30707.312021242597
2018-08-04,18814.470719246467,10159.108211923818,27402.838699848624
2018-08-05,19816.92272381571,11555.974500625376,28144.421341063804
2018-08-06,25516.086381428107,16947.91279872317,34057.14268188241
2018-08-07,25390.20467386766,17339.60753781665,33980.363192605604
2018-08-08,24484.271183065885,15123.515349074418,32601.971680480838
2018-08-09,23624.2117452314,15224.269228282274,32161.448543312552
2018-08-10,22558.282051477494,14790.664640774352,30161.76063725459
2018-08-11,18683.93253446467,11045.686431035494,27030.119115343387
2018-08-12,19686.38453902408,11838.093904149242,28135.63400474576
2018-08-13,25385.548196649648,17205.5188713463,33465.97171336065
2018-08-14,25259.666489084535,16670.36003482956,33552.538468077124
2018-08-15,24353.732998283176,15879.082979096815,32928.925958850785
2018-08-16,23493.673560447838,15199.54188214075,32038.584524177906
2018-08-17,22427.74386669961,14400.232331076128,30558.7464970156
2018-08-18,18553.394349682178,10590.650487883167,27008.651936641047
2018-08-19,19555.846354248224,11641.220201353539,27931.888679921536
2018-08-20,25255.010011871185,17369.549926844556,33742.95451896424
2018-08-21,25129.128304301412,16662.14398168314,32840.76570907183
2018-08-22,24223.194813503538,16202.37993848802,32460.967608324732
2018-08-23,23363.135375668993,14675.413370092383,32126.63719320684
2018-08-24,22297.205681914784,14361.264939076886,30554.545034687446
2018-08-25,18422.856164899677,10248.752397839242,26367.0175255017
2018-08-26,19425.3081694691,11030.267076423697,27960.011559000268
2018-08-27,25124.471827090576,17494.88170282386,33653.44966210616
2018-08-28,24998.59011952234,17036.47436419882,32560.614164133265
2018-08-29,24092.656628720833,16146.294480178505,32538.158781323484
2018-08-30,23232.597190885426,14719.274572324925,31519.318715996757
2018-08-31,22166.66749713308,13654.94127052094,30237.357568718242
2018-09-01,18292.31798011718,10335.180007119041,26808.774692466945
2018-09-02,19294.76998468401,11388.765759808477,27587.33062735426
2018-09-03,24993.933642298925,16691.023682978528,33733.97681089893
2018-09-04,24868.051934738607,16579.17158058952,33163.76500014989
2018-09-05,23962.118443938125,15964.492509382211,32073.872197162174
2018-09-06,23102.05900610437,15160.077453723652,31763.22373668987
2018-09-07,22036.12931235867,14114.597547260593,30389.82183147535
2018-09-08,18161.77979533538,10309.610623778943,26849.289637928283
2018-09-09,19164.23179990488,11047.934575146151,27496.324732217465
2018-09-10,24863.395457518312,16523.353977845163,33379.67125492771
2018-09-11,24737.51374995608,16950.293141062,32752.30339061324
2018-09-12,23831.580259155417,15643.518881953456,31830.548522682788
2018-09-13,22971.5208213205,13825.16325615116,31129.648430702462
2018-09-14,21905.591127573498,13350.428796245225,30094.084948564217
2018-09-15,18031.241610556626,9879.27303184372,26184.452370436018
2018-09-16,19033.693615125754,10609.684846840597,27115.443601180014
2018-09-17,24732.857272742007,16130.008854430376,32750.435200044132
2018-09-18,24606.975565177017,17011.243017717272,33418.073137967185
2018-09-19,23701.042074375786,15470.293774428712,32802.26633806939
2018-09-20,22840.98263654166,14379.288487199585,31031.856808774493
2018-09-21,21775.052942791797,14240.750029245517,30569.585260976284
2018-09-22,17900.70342577039,9827.33597959537,25708.788356474888
2018-09-23,18903.15543034662,10421.244473794406,27013.84264818097
2018-09-24,24602.31908795372,16028.083893567467,32647.64455027627
2018-09-25,24476.43738039389,15519.346800116042,32067.706982056487
2018-09-26,23570.503889592015,15622.090569368778,31478.1067716155
2018-09-27,22710.4444517606,14327.984065326422,30952.019309108393
2018-09-28,21644.514758003155,14101.018704207589,29690.49837690438
2018-09-29,17770.16524098859,8902.167490393536,26156.586013602784
2018-09-30,18772.617245561534,10663.593133858227,27024.32877937226
2018-10-01,24471.780903175262,15939.698925378187,33134.90352717989
2018-10-02,24345.899195611364,16467.70941330307,32965.849657397484
2018-10-03,23439.965704810365,15037.83061078176,31564.347446584125
2018-10-04,22579.906266979244,14631.047425070441,30665.904861493334
2018-10-05,21513.976573228738,13316.199270931804,29362.05853358442
2018-10-06,17639.627056206096,9241.418990172891,26011.082676640373
2018-10-07,18642.07906076991,10317.659745850018,26802.91494142503
2018-10-08,24341.242718396803,15344.346745428358,32331.29480673621
2018-10-09,24215.361010827626,15312.555823468452,32630.079542024585
2018-10-10,23309.42752003073,14776.212268496389,31474.294636862327
2018-10-11,22449.368082195677,14729.319955833837,30534.479608937727
2018-10-12,21383.438388443567,13469.251706280858,30098.578842464063
2018-10-13,17509.08887141986,9698.117326564432,25636.22580667636
2018-10-14,18511.54087599405,10411.74046795621,26836.14884851292
2018-10-15,24210.70453361067,15752.27326952764,32797.73188887516
2018-10-16,24084.822826048567,15937.062952704448,32504.805287955707
2018-10-17,23178.889335248976,14760.460697288428,31410.29455194951
2018-10-18,22318.829897414627,13919.816666668512,30556.101457505894
2018-10-19,21252.900203658395,12413.058249111327,29728.17030633388
2018-10-20,17378.550686641098,9165.683150902658,24963.312361839606
2018-10-21,18381.00269120242,10272.16137627075,27049.833838181326
2018-10-22,24080.166348830062,15989.32457441892,32215.369590254533
2018-10-23,23954.284641265433,16052.661391250185,31697.092939614144
2018-10-24,23048.35115046733,15032.719813039832,31996.777951475946
2018-10-25,22188.29171263106,13942.273029962791,30692.384739183384
2018-10-26,21122.362018880503,12352.93910047729,29093.309704387168
2018-10-27,17248.012501859303,9017.873233386896,25147.760079717136
2018-10-28,18250.46450642656,9918.08251507749,26981.656852836626
